"","Symbol","Name","LastSale","Sector","industry","Price/Book","P/E Ratio","Price/EPS Estimate Next Year","Dividend Yield","Market Capitalization","Shares Outstanding","Book Value","Earnings End Time","Earnings Start Time"
"166","AC","Associated Capital Group, Inc.",41.94,"Finance","Investment Bankers/Brokers/Service",1.0934689,NA,16.19305,0.004702563,947210688,3527000,38.355,1549886400,1549537140
"167","AIZ","Assurant, Inc.",104.14,"Finance","Accident &Health Insurance",1.2619053,26.165829,10.615698,0.022138072,6425031680,61696100,82.526,1557144000,1556708340
"168","AGO","Assured Guaranty Ltd.",43.6,"Finance","Property-Casualty Insurers",0.7092891,8.923454,12.7113695,0.014918583,4604857344,105616000,61.47,1557172800,1556740800
"169","AZN","Astrazeneca PLC",41.76,"Health Care","Major Pharmaceuticals",8.486942,49.12941,20.076923,0.06734006,102701621248,1267000064,4.9205,NA,NA
"170","HOME","At Home Group Inc.",24.5,"Consumer Services","Home Furnishings",2.2912185,55.808655,22.477064,NA,1557474816,63570400,10.693,1553544000,1553112000
"171","T","AT&T Inc.",30.82,"Public Utilities","Telecommunications Equipment",1.2190974,10.817831,8.467032,0.06458869,224511066112,7284590080,25.281,1540584000,1540238400
"172","ATTO","Atento S.A.",3.96,"Public Utilities","Telecommunications Equipment",0.9424084,NA,6,0.08492462,289866464,73198600,4.202,1553284800,1552939200
"173","ATH","Athene Holding Ltd.",44.58,"Finance","Life Insurance",1.0617067,8.395481,5.351741,NA,8742940672,161379008,41.989,1557144000,1556708340
"174","ATKR","Atkore International Group Inc.",23,"Miscellaneous","Industrial Machinery/Components",8.518518,8.578889,6.6860466,NA,1057551488,45980500,2.7,1501848000,1501498740
"175","AT","Atlantic Power Corporation",2.84,"Energy","Electric Utilities: Central",-44.374996,9.793103,-56.8,0.0059479554,306714304,109994000,-0.064,NA,NA
"176","ATO","Atmos Energy Corporation",98.9,"Public Utilities","Oil/Gas Transmission",2.161607,24.899296,21.641138,0.02003035,11560322048,116889000,45.753,1557144000,1556621940
"177","AUO","AU Optronics Corp",3.64,"Technology","Semiconductors",0.5275362,4.4938273,-52,0.013461538,3506153728,9624250368,6.9,NA,NA
"178","ACB","Aurora Cannabis Inc.",7.34,"Consumer Durables","Specialty Chemicals",2.1343415,33.98148,NA,NA,7240777728,965113984,3.439,NA,NA
"179","ATHM","Autohome Inc.",93.04,"Technology","EDP Services",7.1790123,28.211037,17.45591,NA,10924105728,117413000,12.96,1552311000,1551792600
"180","ALV","Autoliv, Inc.",82.76,"Capital Goods","Auto Parts:O.E.M.",3.8286457,37.87643,9.935174,0.030069675,7212468224,87149200,21.616,1556532000,1556172000
"181","AN","AutoNation, Inc.",34.89,"Consumer Durables","Automotive Aftermarket",1.1564468,8.037318,8.209412,NA,3142151424,90058800,30.17,1556886600,1556541000
"182","AZO","AutoZone, Inc.",929.32,"Consumer Services","Other Specialty Stores",-14.547447,17.339354,14.461873,NA,23193968640,24958000,-63.882,1558701000,1558355400
"183","AVLR","Avalara, Inc.",52.15,"Technology","Computer Software: Prepackaged Software",31.72141,NA,-372.5,NA,3468241152,66505100,1.644,NA,NA
"184","AVB","AvalonBay Communities, Inc.",194.25,"Consumer Services","Real Estate Investment Trusts",2.5237105,27.564922,38.61829,0.03021117,26837190656,138150000,76.97,1556539200,1556017140
"185","AGR","Avangrid, Inc.",48.71,"Public Utilities","Electric Utilities: Central",0.99813527,25.369791,18.591604,0.03607032,15051632640,309004992,48.801,1556281800,1555936200
"186","AVNS","Avanos Medical, Inc.",47.89,"Health Care","Industrial Specialties",1.7466629,39.318554,27.210228,NA,2271345920,47428400,27.418,1557145800,1556627400
"187","AVYA","Avaya Holdings Corp.",15.67,"Public Utilities","Telecommunications Equipment",0.81360334,3.859606,4.7198796,NA,1734606336,110696000,19.26,NA,NA
"188","AVY","Avery Dennison Corporation",109.71,"Consumer Durables","Containers/Packaging",9.732103,20.778408,15.111569,0.01860422,9512976384,86710200,11.273,1556534700,1556001900
"189","AVH","Avianca Holdings S.A.",4.89,"Transportation","Air Freight/Delivery Services",0.5273943,NA,3.2384105,0.0068322984,4875266560,996987008,9.272,NA,NA
"190","AVA","Avista Corporation",40.06,"Public Utilities","Power Generation",1.4840336,19.35266,18.632559,0.036872063,2632587008,65716100,26.994,1557140700,1556607900
"191","AVP","Avon Products, Inc.",3.2,"Consumer Non-Durables","Package Goods/Cosmetics",-1.5647922,NA,16,0.019417476,1415766400,442427008,-2.045,1557145800,1556713800
"192","AVX","AVX Corporation",18.5,"Capital Goods","Electrical Products",1.3362224,13.357401,12.333333,0.025274724,3122800128,168800000,13.845,1556541000,1556022600
"193","EQH","AXA Equitable Holdings, Inc.",20.2,"Finance","Specialty Insurers",0.90905,6.17737,5.2467537,0.006799163,10683013120,528862016,22.221,NA,NA
"194","AXTA","Axalta Coating Systems Ltd.",26.98,"Basic Industries","Paints/Coatings",5.2746825,31.741175,17.51948,NA,6655965696,246700000,5.115,1556541000,1556022600
"195","AXS","Axis Capital Holdings Limited",57.24,"Finance","Property-Casualty Insurers",1.1244034,11448.001,10.185054,0.027510077,4784462848,83586000,50.907,1549918800,1549400400
"196","AX","Axos Financial, Inc.",32.69,"Finance","Savings Institutions",2.0223954,12.6607275,9.475362,NA,2001167360,61216500,16.164,1556539200,1556103540
"197","AZUL","Azul S.A.",28.95,"Transportation","Air Freight/Delivery Services",4.202962,21.06987,15.236843,NA,3323662848,338167008,6.888,NA,NA
"198","AZRE","Azure Power Global Limited",11,"Public Utilities","Electric Utilities: Central",1.822399,NA,44,NA,450332288,40939300,6.036,1558125030,1557765030
"199","AZZ","AZZ Inc.",46.17,"Consumer Durables","Building Products",2.0212767,18.321428,18.177164,0.014776184,1204445952,26087200,22.842,1558096200,1557750600
"200","BGS","B&G Foods, Inc.",24.99,"Consumer Non-Durables","Packaged Foods",1.8224913,9.611539,12.948187,0.076766856,1647663104,65932900,13.712,1557172800,1556740800
"201","BW","Babcock",0.5985,"Capital Goods","Building Products",-1.819149,NA,-5.4409094,NA,100984904,168730000,-0.329,1551733200,1551301200
"202","BMI","Badger Meter, Inc.",59.85,"Capital Goods","Industrial Machinery/Components",5.7421083,63,32.527172,0.009517335,1742377088,29112400,10.423,1555963200,1555358400
"203","BHGE","Baker Hughes, a GE company",27.1,"Energy","Metal Fabrications",0.79663706,60.222225,15.941176,0.027293406,28046602240,513388992,34.018,1555929900,1555569900
"204","BLL","Ball Corporation",55.21,"Consumer Durables","Containers/Packaging",5.352918,42.79845,18.221123,0.0073019355,18458800128,334337984,10.314,1557145800,1556713800
"205","BANC","Banc of California, Inc.",17.5,"Finance","Major Banks",1.2406949,39.325844,13.779528,0.030023094,886362752,50172000,14.105,1556541000,1556195400
"206","BBVA","Banco Bilbao Viscaya Argentaria S.A.",6.15,"Finance","Commercial Banks",0.76095027,8.56546,10.081967,0.047087383,40907526144,6629890048,8.082,NA,NA
"207","BBD","Banco Bradesco Sa",11.23,"Finance","Major Banks",2.4686744,16.042856,11.23,0.028745648,71841906688,6693579776,4.549,NA,NA
"208","BCH","Banco De Chile",31.25,"Finance","Commercial Banks",3.125,17.36111,13.586957,0.00015688734,4974155776,99444097024,10,NA,NA
"209","BLX","Banco Latinoamericano de Comercio Exterior, S.A.",21.37,"Finance","Commercial Banks",0.85438997,76.87051,9.58296,0.07361376,844939904,30951100,25.012,1555936200,1555590600
"210","BSBR","Banco Santander Brasil SA",11.75,"Finance","Commercial Banks",1.8319302,14.835858,11.298078,0.020283807,44573388800,7476409856,6.414,NA,NA
"211","BSAC","Banco Santander Chile",31.37,"Finance","Commercial Banks",2.9046297,15.685,13.070833,0.0001263823,14217448448,188445999104,10.8,NA,NA
"212","BSMX","Banco Santander Mexico, S.A., Institucion de Ban",6.88,"Finance","Commercial Banks",1.4591728,35.282055,9.173333,0.015859032,9734237184,6776269824,4.715,NA,NA
"213","SAN","Banco Santander, S.A.",4.86,"Finance","Commercial Banks",0.7082483,10.082988,10.125001,0.04547325,79105245184,16124999680,6.862,1485952200,1485347400
"214","CIB","BanColombia S.A.",47.95,"Finance","Commercial Banks",1.3131231,11.880576,9.9481325,0.00717832,44931260416,937043968,36.516,NA,NA
"215","BXS","BancorpSouth Bank",32.5,"Finance","Major Banks",1.4704552,14.573991,12.948207,0.01902424,3243412224,99797296,22.102,1540265409,1539905409
"216","BAC","Bank of America Corporation",29.31,"Finance","Major Banks",1.1662886,11.229885,9.130841,0.018569464,283098251264,9658760192,25.131,1516023000,1515677400
"217","BOH","Bank of Hawaii Corporation",82.81,"Finance","Major Banks",2.7098398,15.833652,14.035593,0.028456766,3436606720,41499900,30.559,1556281800,1555936200
"218","BMO","Bank Of Montreal",77.58,"Finance","Commercial Banks",1.5942298,12.631064,10.789987,0.036463946,49105973248,639929984,48.663,NA,NA
"219","NTB","Bank of N.T. Butterfield & Son Limited (The)",39.82,"Finance","Commercial Banks",2.4417462,11.377143,9.347417,0.039205957,2126141056,53393800,16.308,1484618400,1484100000
"220","BK","Bank Of New York Mellon Corporation (The)",52.69,"Finance","Major Banks",1.3641424,13.042079,11.404762,0.019817073,50604843008,960425984,38.625,1555936200,1555504200
"221","BNS","Bank of Nova Scotia (The)",54.63,"Finance","Major Banks",1.4243996,10.6615925,9.275043,0.04438445,66383642624,1227059968,38.353,1486746000,1486396740
"222","BKU","BankUnited, Inc.",36.65,"Finance","Savings Institutions",1.2427099,12.24115,11.784567,0.023020003,3633532416,99141400,29.492,1556541000,1556022600
"223","BCS","Barclays PLC",8.56,"Finance","Commercial Banks",0.4375384,76.42857,7.711712,0.0068129334,35912794112,17073999872,19.564,NA,NA
"224","MPV","Barings Participation Investors",15.26,"Consumer Services","Miscellaneous",1.0994236,21.194445,21.194445,0.071182355,160393280,10510700,13.88,1534161600,1533639540
"225","BNED","Barnes & Noble Education, Inc",7.11,"Consumer Services","Other Specialty Stores",0.6872885,NA,14.812501,NA,338156576,47560700,10.345,1498825800,1498739400
"226","BKS","Barnes & Noble, Inc.",6.38,"Consumer Services","Other Specialty Stores",1.1187094,NA,13.574469,0.0952381,466824000,73169904,5.703,1551706200,1551274200
"227","B","Barnes Group, Inc.",58.32,"Capital Goods","Metal Fabrications",2.4884791,18.514284,16.021978,0.01067677,2995017728,51354900,23.436,1556541000,1556195400
"228","GOLD","Barrick Gold Corporation",12.31,"Basic Industries","Precious Metals",1.8932637,NA,25.12245,0.012658227,21362405376,1167590016,6.502,NA,NA
"229","BAS","Basic Energy Services, Inc.",4.92,"Energy","Oilfield Services/Equipment",0.4784596,NA,-1.9069768,NA,130680616,26561100,10.283,1557172800,1556740800
"230","BHC","Bausch Health Companies Inc.",24.23,"Health Care","Major Pharmaceuticals",3.1020355,NA,5.6612144,NA,8504584192,350993984,7.811,NA,NA
"231","BAX","Baxter International Inc.",75.84,"Health Care","Medical/Dental Instruments",4.991772,25.458206,20.33244,0.0097685,38870880256,512537984,15.193,1556541000,1556109000
"232","BTE","Baytex Energy Corp",1.82,"Energy","Oil & Gas Production",0.4251343,NA,-5.5151515,0,998566656,5.54e+08,4.281,NA,NA
"233","BBT","BB&T Corporation",51.8,"Finance","Major Banks",1.4607184,13.248081,10.83682,0.029723365,39557328896,763654976,35.462,1493051400,1492619400
"234","BFR","BBVA Banco Frances S.A.",10.67,"Finance","Commercial Banks",1.6534945,7.974589,7.3586206,0.005234657,2300697600,612659968,6.453,NA,NA
"235","BBX","BBX Capital Corporation",6.16,"Finance","Real Estate",1.0387858,8.979591,21.241379,0.0060457517,618698048,79578704,5.93,NA,NA
"236","BCE","BCE, Inc.",43.55,"Public Utilities","Telecommunications Equipment",3.0939186,18.984308,15.121527,0.050382026,38776655872,898024000,14.076,NA,NA
"237","BZH","Beazer Homes USA, Inc.",12.09,"Capital Goods","Homebuilding",0.5943661,4.1848392,6.7166667,NA,375227648,31036200,20.341,1557144000,1556621940
"238","BDX","Becton, Dickinson and Company",254.37,"Health Care","Medical/Dental Instruments",3.197893,78.26769,18.662508,0.012138752,68441554944,269063008,79.543,1557145800,1556713800
"239","BDC","Belden Inc",62.25,"Basic Industries","Telecommunications Equipment",1.7679636,20.211039,9.944089,0.0032367697,2452612608,39399400,35.21,1557145800,1556627400
"240","BEL","Belmond Ltd.",24.86,"Consumer Services","Hotels/Resorts",4.0025764,NA,75.333336,NA,2560505600,102997000,6.211,1557518400,1557172800
"241","BMS","Bemis Company, Inc.",52.87,"Consumer Durables","Containers/Packaging",3.9567428,21.404858,16.678232,0.023440452,4819909120,91165296,13.362,1556541000,1556109000
"242","BHE","Benchmark Electronics, Inc.",27.48,"Technology","Electrical Products",1.0465382,56.08163,14.8540535,0.021897811,1117204864,40655200,26.258,1556539200,1556017140
"243","BHLB","Berkshire Hills Bancorp, Inc.",31.65,"Finance","Banks",0.9414599,13.955027,10.951556,0.028097063,1423775232,44985000,33.618,1493380800,1493031540
"244","BERY","Berry Global Group, Inc.",53.25,"Consumer Non-Durables","Plastic Products",4.7895303,17.018217,12.987805,NA,6938475008,130300000,11.118,1557145800,1556713800
"245","BBY","Best Buy Co., Inc.",67.81,"Consumer Services","Consumer Electronics/Video Chains",5.5174937,13.040384,11.377517,0.026873913,18247806976,269102016,12.29,1551706200,1551274200
"246","BEST","BEST Inc.",6.08,"Transportation","Trucking Freight/Courier Services",NA,NA,28.952381,NA,2354176000,387200000,NA,NA,NA
"247","BHP","BHP Group Limited",52.51,"Basic Industries","Precious Metals",2.7489269,25.639647,25.740196,0.019092627,188829106176,5323520000,19.102,NA,NA
"248","BBL","BHP Group Plc",45.97,"Energy","Coal Mining",2.4065545,22.44629,19.478815,0.021781325,187720794112,5323520000,19.102,NA,NA
"249","BIG","Big Lots, Inc.",31.45,"Consumer Services","Department/Specialty Retail Stores",2.1245694,8.495408,8.569482,0.0364732,1259528448,40048600,14.803,1552311000,1551965400
"250","BH","Biglari Holdings Inc.",136,"Consumer Services","Restaurants",0.14795297,2.441345,-18.255033,NA,423268736,2068640,919.211,1519646400,1519210740
"251","BHVN","Biohaven Pharmaceutical Holding Company Ltd.",47.84,"Health Care","Major Pharmaceuticals",12.978839,NA,-9.904762,NA,2089809024,43683300,3.686,NA,NA
"252","BIO","Bio-Rad Laboratories, Inc.",317.41,"Capital Goods","Biotechnology: Laboratory Analytical Instruments",2.3616111,26.583754,46.74669,NA,9504334848,24859600,134.404,1557489600,1557140340
"253","BITA","Bitauto Holdings Limited",19.08,"Technology","EDP Services",0.44410306,NA,11.42515,NA,1362739328,71422400,42.963,1552912200,1552480200
"254","BJ","BJ&#39;s Wholesale Club Holdings, Inc.",25.6,"Consumer Services","Department/Specialty Retail Stores",-13.653334,22.222223,17.297297,NA,3503052800,136838000,-1.875,NA,NA
"255","BKH","Black Hills Corporation",71.95,"Public Utilities","Electric Utilities: Central",1.9789861,15.453177,19.604904,0.027190756,4317287424,60004000,36.357,1557144000,1556708340
"256","BKI","Black Knight, Inc.",52.75,"Technology","Computer Software: Prepackaged Software",4.348722,46.27193,23.340708,NA,7803571712,147935008,12.13,1557489600,1557140340
"257","BSM","Black Stone Minerals, L.P.",17.65,"Energy","Oil & Gas Production",4.414707,13.996827,15.619469,0.0779148,3614614016,108465000,3.998,NA,NA
"258","BB","BlackBerry Limited",8.79,"Technology","Computer Software: Prepackaged Software",1.9092094,NA,48.833332,NA,4784713216,5.38e+08,4.604,NA,NA
"259","BLK","BlackRock, Inc.",443.77,"Finance","Investment Bankers/Brokers/Service",2.1877618,16.695635,15.223671,0.027119717,70346416128,157554000,202.842,1555331400,1554899400
"260","BE","Bloom Energy Corporation",16.3,"Energy","Industrial Machinery/Components",-20.978119,NA,37.906975,NA,1783562240,20868300,-0.777,NA,NA
"261","APRN","Blue Apron Holdings, Inc.",1.08,"Consumer Services","Catalog/Specialty Distribution",1.7589576,NA,-5.1428576,NA,210079456,79955400,0.614,1541421000,1540989000
"262","BCRH","Blue Capital Reinsurance Holdings Ltd.",7.14,"Finance","Property-Casualty Insurers",0.69012177,NA,10.984615,0.12430939,62597520,8767160,10.346,1556884800,1556535540
"263","BXG","Bluegreen Vacations Corporation",13.46,"Finance","Real Estate",2.3315434,11.435853,10.768,0.04583652,1002041856,74445904,5.773,NA,NA
"264","BXC","BlueLinx Holdings Inc.",30.36,"Capital Goods","Wholesale Distributors",127.0293,13.052451,607.2,NA,282159456,9293790,0.239,1510579800,1510147800
"265","BA","Boeing Company (The)",440.62,"Capital Goods","Aerospace",738.05695,24.684593,18.862156,0.015546869,248943706112,564985024,0.597,1556541000,1556022600
"266","BCC","Boise Cascade, L.L.C.",27.99,"Consumer Services","RETAIL: Building Materials",1.6108426,53.826923,10.522556,0.010756544,1083459328,38708800,17.376,1557145800,1556800200
"267","BCEI","Bonanza Creek Energy, Inc.",23.55,"Energy","Oil & Gas Production",0.5600209,2.8860295,4.926778,NA,483808832,20543900,42.052,1552939200,1552420800
"268","BOOT","Boot Barn Holdings, Inc.",28.37,"Consumer Services","Clothing/Shoe/Accessory Stores",3.154676,21.975214,18.664474,NA,803693760,28329000,8.993,1495483200,1495137600
"269","BAH","Booz Allen Hamilton Holding Corporation",53.52,"Consumer Services","Professional Services",11.173278,18.706745,17.84,0.0143776005,7497188864,140082000,4.79,1559565000,1559046600
"270","BWA","BorgWarner Inc.",40.9,"Capital Goods","Auto Parts:O.E.M.",2.015374,9.211712,8.75803,0.016744643,8494970880,207700992,20.294,1556541000,1556109000
